bundle_final_price,bundle_url,bundle_price,bundle_name,bundle_id,items,bundle_discount
$35.64,http://store.steampowered.com/bundle/440/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$71.64,Zaccaria Pinball - Silver Membership,440,"[{'genre': 'Casual, Simulation, Sports', 'item_id': '478030', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478030', 'item_name': 'Zaccaria Pinball - Locomotion Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478031', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478031', 'item_name': 'Zaccaria Pinball - Devil Riders Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478032', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478032', 'item_name': 'Zaccaria Pinball - Pinball Champ Table Pack'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478033', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478033', 'item_name': 'Zaccaria Pinball - Farfalla Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478034', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478034', 'item_name': 'Zaccaria Pinball - Blackbelt Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478035', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478035', 'item_name': 'Zaccaria Pinball - Robot Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478036', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478036', 'item_name': 'Zaccaria Pinball - Hot Wheels Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478037', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478037', 'item_name': 'Zaccaria Pinball - Soccer Kings Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478038', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478038', 'item_name': 'Zaccaria Pinball - Shooting The Rapids Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478039', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478039', 'item_name': 'Zaccaria Pinball - Star God Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478040', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478040', 'item_name': 'Zaccaria Pinball - Magic Castle Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478041', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478041', 'item_name': 'Zaccaria Pinball - Earth Wind Fire Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478042', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478042', 'item_name': 'Zaccaria Pinball - Clown Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478043', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478043', 'item_name': 'Zaccaria Pinball - Future World Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478044', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478044', 'item_name': 'Zaccaria Pinball - Space Shuttle Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478045', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478045', 'item_name': 'Zaccaria Pinball - Fire Mountain Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478046', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478046', 'item_name': 'Zaccaria Pinball - Winter Sports Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478047', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478047', 'item_name': 'Zaccaria Pinball - Zankor Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478048', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478048', 'item_name': 'Zaccaria Pinball - Pool Champion Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478049', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478049', 'item_name': ""Zaccaria Pinball - Mexico '86 Table""}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478050', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478050', 'item_name': 'Zaccaria Pinball - House of Diamonds Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478051', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478051', 'item_name': 'Zaccaria Pinball - Mystic Star Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478052', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478052', 'item_name': 'Zaccaria Pinball - Spooky Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478053', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478053', 'item_name': ""Zaccaria Pinball - Star's Phoenix Table""}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478054', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478054', 'item_name': 'Zaccaria Pinball - Strike Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478055', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478055', 'item_name': 'Zaccaria Pinball - Aerobatics Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478056', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478056', 'item_name': 'Zaccaria Pinball - Circus Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478057', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478057', 'item_name': 'Zaccaria Pinball - Combat Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '478058', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/478058', 'item_name': 'Zaccaria Pinball - Moon Flight Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '485140', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/485140', 'item_name': 'Zaccaria Pinball - Lucky Fruit Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '485141', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/485141', 'item_name': 'Zaccaria Pinball - Universe Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '485142', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/485142', 'item_name': 'Zaccaria Pinball - Supersonic Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '485143', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/485143', 'item_name': 'Zaccaria Pinball - Cine Star Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '485144', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/485144', 'item_name': ""Zaccaria Pinball - Wood's Queen Table""}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '485145', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/485145', 'item_name': 'Zaccaria Pinball - Nautilus Table'}, {'genre': 'Casual, Free to Play, Simulation, Sports', 'item_id': '485146', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/485146', 'item_name': 'Zaccaria Pinball - Red Show Table'}]",50%
$31.97,http://store.steampowered.com/bundle/689/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$39.97,Sunrider Collection,689,"[{'genre': 'Casual, Indie, Simulation', 'item_id': '340730', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/340730', 'item_name': 'Sunrider Academy'}, {'genre': 'Indie, RPG, Simulation, Strategy', 'item_id': '358750', 'discounted_price': '$24.99', 'item_url': 'http://store.steampowered.com/app/358750', 'item_name': ""Sunrider: Liberation Day - Captain's Edition""}, {'genre': 'Indie, RPG, Simulation, Strategy', 'item_id': '451290', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/451290', 'item_name': 'Sunrider: Liberation Day - Theme Song'}]",20%
$179.98,http://store.steampowered.com/bundle/546/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$199.98,SONAR Steam Edition & Z3TA+ 2,546,"[{'genre': 'Audio Production', 'item_id': '241790', 'discounted_price': '$99.99', 'item_url': 'http://store.steampowered.com/app/241790', 'item_name': 'Z3TA+ 2'}, {'genre': 'Audio Production', 'item_id': '380080', 'discounted_price': '$99.99', 'item_url': 'http://store.steampowered.com/app/380080', 'item_name': 'SONAR Steam Edition'}]",10%
$7.35,http://store.steampowered.com/bundle/680/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$10.98,The Bedtime Bundle,680,"[{'genre': 'Adventure, Indie', 'item_id': '269330', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/269330', 'item_name': 'Chronology'}, {'genre': 'Action, Casual, Indie', 'item_id': '308040', 'discounted_price': '$5.99', 'item_url': 'http://store.steampowered.com/app/308040', 'item_name': 'Back to Bed'}]",33%
$109.22,http://store.steampowered.com/bundle/663/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$145.72,Meridian4 Publisher Bundle,663,"[{'genre': 'Indie, Casual', 'item_id': '2540', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/2540', 'item_name': 'RIP - Trilogy™'}, {'genre': 'Action, Indie', 'item_id': '19200', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/19200', 'item_name': 'Tank Universal'}, {'genre': 'Strategy, Indie, Action', 'item_id': '11240', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/11240', 'item_name': 'Space Trader: Merchant Marine'}, {'genre': 'Action, Indie', 'item_id': '11340', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/11340', 'item_name': 'Larva Mortus'}, {'genre': 'Casual, Indie', 'item_id': '11330', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/11330', 'item_name': 'Obulis'}, {'genre': 'Indie', 'item_id': '11360', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/11360', 'item_name': 'Chains'}, {'genre': 'Adventure', 'item_id': '11370', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/11370', 'item_name': 'Nikopol: Secrets of the Immortals'}, {'genre': 'Action, Racing', 'item_id': '11390', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/11390', 'item_name': 'Crash Time 2'}, {'genre': 'Action, RPG', 'item_id': '46410', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/46410', 'item_name': 'Avencast: Rise of the Mage'}, {'genre': 'Action, Indie', 'item_id': '46520', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/46520', 'item_name': 'Wasteland Angel'}, {'genre': 'Action, Free to Play, Strategy', 'item_id': '223313', 'discounted_price': '$5.99', 'item_url': 'http://store.steampowered.com/app/223313', 'item_name': 'Frontline Tactics - Sniper'}, {'genre': 'Action, Free to Play, Strategy', 'item_id': '223314', 'discounted_price': '$5.99', 'item_url': 'http://store.steampowered.com/app/223314', 'item_name': 'Frontline Tactics - Close Quater Combat Soldier'}, {'genre': 'Action, Free to Play, Strategy', 'item_id': '223315', 'discounted_price': '$5.99', 'item_url': 'http://store.steampowered.com/app/223315', 'item_name': 'Frontline Tactics - Medic'}, {'genre': 'Action, Free to Play, Strategy', 'item_id': '223318', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/223318', 'item_name': 'Frontline Tactics - Desert Camouflage'}, {'genre': 'Action, Free to Play, Strategy', 'item_id': '223316', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/223316', 'item_name': 'Frontline Tactics - Woodland Camouflage'}, {'genre': 'Action, Free to Play, Strategy', 'item_id': '223317', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/223317', 'item_name': 'Frontline Tactics - Ninja Camouflage'}, {'genre': 'Action, Free to Play, Strategy', 'item_id': '223319', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/223319', 'item_name': 'Frontline Tactics - Snow Camouflage'}, {'genre': 'Action, Free to Play, Strategy', 'item_id': '223320', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/223320', 'item_name': 'Frontline Tactics - Tiger Camouflage'}, {'genre': 'Action, Free to Play, Strategy', 'item_id': '223321', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/223321', 'item_name': 'Frontline Tactics - Golden Guns'}, {'genre': 'Adventure, Indie', 'item_id': '298140', 'discounted_price': '$5.99', 'item_url': 'http://store.steampowered.com/app/298140', 'item_name': 'Rhiannon: Curse of the Four Branches'}, {'genre': 'Action, Indie, Strategy', 'item_id': '312960', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/312960', 'item_name': 'Starion Tactics'}, {'genre': 'Action, Indie', 'item_id': '315260', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/315260', 'item_name': 'Space Hack'}, {'genre': 'Action, Adventure, Indie', 'item_id': '321920', 'discounted_price': '$8.99', 'item_url': 'http://store.steampowered.com/app/321920', 'item_name': 'Schein'}, {'genre': 'Action, Casual, Indie, Strategy', 'item_id': '335080', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/335080', 'item_name': 'Biology Battle'}, {'genre': 'Action, Casual, Indie', 'item_id': '345130', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/345130', 'item_name': 'Dark Matter'}, {'genre': 'Adventure, Casual, Indie', 'item_id': '352520', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/352520', 'item_name': 'The Silent Age'}, {'genre': 'Action, Adventure, Indie', 'item_id': '355590', 'discounted_price': '$5.99', 'item_url': 'http://store.steampowered.com/app/355590', 'item_name': 'Hektor - Official Soundtrack'}, {'genre': 'Action, Indie', 'item_id': '371510', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/371510', 'item_name': 'Gunnheim'}]",25%
$12.99,http://store.steampowered.com/bundle/662/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$13.97,Demetrios - Deluxe Edition,662,"[{'genre': 'Adventure, Indie', 'item_id': '451570', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/451570', 'item_name': 'Demetrios - The BIG Cynical Adventure'}, {'genre': 'Adventure, Indie', 'item_id': '481490', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/481490', 'item_name': 'Demetrios - Original Soundtrack'}, {'genre': 'Adventure, Indie', 'item_id': '489780', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/489780', 'item_name': 'Demetrios - Artbook'}]",7%
$17.96,http://store.steampowered.com/bundle/474/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$19.96,Cally's Caves Definitive Collection,474,"[{'genre': 'Action, Adventure, Indie, RPG', 'item_id': '418120', 'discounted_price': '$6.99', 'item_url': 'http://store.steampowered.com/app/418120', 'item_name': ""Cally's Caves 3""}, {'genre': 'Action, Adventure, Indie, RPG', 'item_id': '422120', 'discounted_price': '$2.99', 'item_url': 'http://store.steampowered.com/app/422120', 'item_name': ""Cally's Caves 3 - Soundtrack""}, {'genre': 'Action, Adventure, Indie', 'item_id': '476510', 'discounted_price': '$6.99', 'item_url': 'http://store.steampowered.com/app/476510', 'item_name': ""Cally's Trials""}, {'genre': 'Indie', 'item_id': '482410', 'discounted_price': '$2.99', 'item_url': 'http://store.steampowered.com/app/482410', 'item_name': ""Cally's Trials - OST""}]",10%
$10.46,http://store.steampowered.com/bundle/628/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$14.96,GTGD Complete Pack,628,"[{'genre': 'Education, Software Training', 'item_id': '269570', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/269570', 'item_name': 'GTGD S1: More Than a Gamer'}, {'genre': 'Education, Software Training', 'item_id': '292350', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/292350', 'item_name': 'GTGD S2: Just One Dev'}, {'genre': 'Indie, Simulation, Strategy', 'item_id': '337220', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/337220', 'item_name': 'Guild Commander'}, {'genre': 'Education, Software Training', 'item_id': '415000', 'discounted_price': '$7.99', 'item_url': 'http://store.steampowered.com/app/415000', 'item_name': 'GTGD S3 How To Make A Game'}]",30%
$44.98,http://store.steampowered.com/bundle/634/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$64.33,Dagestan Technology Complete Pack,634,"[{'genre': 'Action, Adventure, Indie', 'item_id': '348020', 'discounted_price': '$7.49', 'item_url': 'http://store.steampowered.com/app/348020', 'item_name': 'Bloodbath Kavkaz'}, {'genre': 'Action, Adventure, Indie', 'item_id': '354260', 'discounted_price': '$3.99', 'item_url': 'http://store.steampowered.com/app/354260', 'item_name': 'Bloodbath Kavkaz - Soundtrack'}, {'genre': 'Adventure, Casual', 'item_id': '388120', 'discounted_price': '$7.99', 'item_url': 'http://store.steampowered.com/app/388120', 'item_name': 'Spakoyno: Back to the USSR 2.0'}, {'genre': 'Adventure, Casual', 'item_id': '390970', 'discounted_price': '$7.99', 'item_url': 'http://store.steampowered.com/app/390970', 'item_name': 'Russian Horror Story'}, {'genre': 'Action, Adventure, Indie', 'item_id': '394730', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/394730', 'item_name': 'Bloodbath Kavkaz - Khovan Revenge'}, {'genre': 'Action, Indie', 'item_id': '397980', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/397980', 'item_name': 'Invasion'}, {'genre': 'Adventure, Indie', 'item_id': '403570', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/403570', 'item_name': 'Stigmat'}, {'genre': 'Action, Adventure, Casual', 'item_id': '444790', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/444790', 'item_name': 'Abandoned Knight'}, {'genre': 'Action, Adventure, Indie, Early Access', 'item_id': '454930', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/454930', 'item_name': 'Under Zero'}, {'genre': 'Adventure, Casual', 'item_id': '459660', 'discounted_price': '$0.99', 'item_url': 'http://store.steampowered.com/app/459660', 'item_name': 'Spakoyno: Back To USSR 2.0 - OST'}, {'genre': 'Action, Casual, Indie', 'item_id': '463040', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/463040', 'item_name': 'Experience'}, {'genre': 'Adventure, Casual, Indie', 'item_id': '463050', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/463050', 'item_name': 'The Pit And The Pendulum'}, {'genre': 'Action, Indie', 'item_id': '466790', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/466790', 'item_name': 'PixBit'}, {'genre': 'Casual, Indie, Simulation, Strategy, Early Access', 'item_id': '473730', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/473730', 'item_name': 'Physic Monster'}, {'genre': 'Action, Adventure, Casual', 'item_id': '485410', 'discounted_price': '$1.99', 'item_url': 'http://store.steampowered.com/app/485410', 'item_name': 'Alien Run'}, {'genre': 'Adventure, Casual, Indie', 'item_id': '490940', 'discounted_price': '$3.99', 'item_url': 'http://store.steampowered.com/app/490940', 'item_name': 'Darconika: The Cube of Soul'}, {'genre': 'Action, Adventure, Casual, Indie', 'item_id': '496870', 'discounted_price': '$2.99', 'item_url': 'http://store.steampowered.com/app/496870', 'item_name': 'Inverted'}]",30%
$43.15,http://store.steampowered.com/bundle/496/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$47.95,War of the Human Tanks - Complete Collection,496,"[{'genre': 'Adventure, Indie, Strategy', 'item_id': '263400', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/263400', 'item_name': 'War of the Human Tanks'}, {'genre': 'Adventure, Indie, Strategy', 'item_id': '271010', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/271010', 'item_name': 'Sound of the Human Tanks'}, {'genre': 'Adventure, Indie, Strategy', 'item_id': '301920', 'discounted_price': '$12.99', 'item_url': 'http://store.steampowered.com/app/301920', 'item_name': 'War of the Human Tanks - ALTeR'}, {'genre': 'Adventure, Indie, Strategy', 'item_id': '301930', 'discounted_price': '$9.99', 'item_url': 'http://store.steampowered.com/app/301930', 'item_name': 'War of the Human Tanks - Limited Operations'}, {'genre': '', 'item_id': '312340', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/312340', 'item_name': 'Sound of the Human Tanks - LO'}]",10%
$39.61,http://store.steampowered.com/bundle/635/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,$64.96,The Elder Scrolls V: Skyrim + Add-Ons,635,"[{'genre': 'RPG', 'item_id': '72850', 'discounted_price': '$19.99', 'item_url': 'http://store.steampowered.com/app/72850', 'item_name': 'The Elder Scrolls V: Skyrim'}, {'genre': 'RPG', 'item_id': '211720', 'discounted_price': '$19.99', 'item_url': 'http://store.steampowered.com/app/211720', 'item_name': 'The Elder Scrolls V: Skyrim - Dawnguard'}, {'genre': 'RPG', 'item_id': '220760', 'discounted_price': '$4.99', 'item_url': 'http://store.steampowered.com/app/220760', 'item_name': 'The Elder Scrolls V: Skyrim - Hearthfire'}, {'genre': 'RPG', 'item_id': '226880', 'discounted_price': '$19.99', 'item_url': 'http://store.steampowered.com/app/226880', 'item_name': 'The Elder Scrolls V: Skyrim - Dragonborn'}]",39%
